1,108,124,52
2,6,77,-67
3,-102,-41,-125
4,-116,-122,-67
5,90,23,124
6,121,116,81
7,40,102,-35
8,40,102,-35
9,-77,-6,-120
10,-124,-108,-94
11,-57,-111,18
